"batch_id","run_id","jcm","ccrs_mode","source","file","line","selected_uri","selected_original_index","selected_has_ccrs","selected_reordered","selected_origin","selected_type","selected_utility","options_count","matched_count"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","333","http://127.0.1.1:8080/cells/12/3","0","True","False","opportunistic-ccrs","signifier","0.7","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","357","http://127.0.1.1:8080/cells/12/4","0","True","False","opportunistic-ccrs","signifier","0.7","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","379","http://127.0.1.1:8080/cells/12/5","0","True","False","opportunistic-ccrs","signifier","0.7","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","403","http://127.0.1.1:8080/cells/13/5","1","True","True","opportunistic-ccrs","signifier","0.7","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","427","http://127.0.1.1:8080/cells/14/5","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","449","http://127.0.1.1:8080/cells/15/5","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","475","http://127.0.1.1:8080/cells/15/6","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","497","http://127.0.1.1:8080/cells/15/7","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","519","http://127.0.1.1:8080/cells/15/8","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","543","http://127.0.1.1:8080/cells/16/8","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","565","http://127.0.1.1:8080/cells/17/8","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","591","http://127.0.1.1:8080/cells/18/8","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","613","http://127.0.1.1:8080/cells/18/9","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","635","http://127.0.1.1:8080/cells/19/9","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","657","http://127.0.1.1:8080/cells/20/9","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","679","http://127.0.1.1:8080/cells/21/9","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","707","http://127.0.1.1:8080/cells/22/9","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","3","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","729","http://127.0.1.1:8080/cells/23/9","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","755","http://127.0.1.1:8080/cells/23/10","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","777","http://127.0.1.1:8080/cells/24/10","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","799","http://127.0.1.1:8080/cells/25/10","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","821","http://127.0.1.1:8080/cells/26/10","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","847","http://127.0.1.1:8080/cells/26/11","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","869","http://127.0.1.1:8080/cells/27/11","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","891","http://127.0.1.1:8080/cells/28/11","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","917","http://127.0.1.1:8080/cells/28/12","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","939","http://127.0.1.1:8080/cells/28/13","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","961","http://127.0.1.1:8080/cells/28/14","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","985","http://127.0.1.1:8080/cells/28/15","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1011","http://127.0.1.1:8080/cells/29/15","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1035","http://127.0.1.1:8080/cells/29/16","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1061","http://127.0.1.1:8080/cells/30/16","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1085","http://127.0.1.1:8080/cells/31/16","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1113","http://127.0.1.1:8080/cells/31/17","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1137","http://127.0.1.1:8080/cells/32/17","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1161","http://127.0.1.1:8080/cells/32/18","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1185","http://127.0.1.1:8080/cells/32/19","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1211","http://127.0.1.1:8080/cells/33/19","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1235","http://127.0.1.1:8080/cells/34/19","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1263","http://127.0.1.1:8080/cells/34/20","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1287","http://127.0.1.1:8080/cells/34/21","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1313","http://127.0.1.1:8080/cells/35/21","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1337","http://127.0.1.1:8080/cells/36/21","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1369","http://127.0.1.1:8080/cells/36/22","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","3","3"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1393","http://127.0.1.1:8080/cells/36/23","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1419","http://127.0.1.1:8080/cells/37/23","1","True","True","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1443","http://127.0.1.1:8080/cells/37/24","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1467","http://127.0.1.1:8080/cells/37/25","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1495","http://127.0.1.1:8080/cells/37/26","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1519","http://127.0.1.1:8080/cells/37/27","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1547","http://127.0.1.1:8080/cells/37/28","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1571","http://127.0.1.1:8080/cells/37/29","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1599","http://127.0.1.1:8080/cells/37/30","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1623","http://127.0.1.1:8080/cells/37/31","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1651","http://127.0.1.1:8080/cells/36/31","0","True","False","opportunistic-ccrs","stigmergy","0.727272727272727","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1677","http://127.0.1.1:8080/cells/35/31","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1701","http://127.0.1.1:8080/cells/35/30","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1725","http://127.0.1.1:8080/cells/35/29","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1749","http://127.0.1.1:8080/cells/35/28","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1773","http://127.0.1.1:8080/cells/35/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1801","http://127.0.1.1:8080/cells/34/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1825","http://127.0.1.1:8080/cells/33/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1849","http://127.0.1.1:8080/cells/33/26","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1873","http://127.0.1.1:8080/cells/33/25","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1897","http://127.0.1.1:8080/cells/33/24","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1921","http://127.0.1.1:8080/cells/32/24","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1945","http://127.0.1.1:8080/cells/31/24","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1969","http://127.0.1.1:8080/cells/31/25","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","1993","http://127.0.1.1:8080/cells/31/26","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2017","http://127.0.1.1:8080/cells/31/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2041","http://127.0.1.1:8080/cells/31/28","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2065","http://127.0.1.1:8080/cells/31/29","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2093","http://127.0.1.1:8080/cells/31/30","1","True","True","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2117","http://127.0.1.1:8080/cells/32/30","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2141","http://127.0.1.1:8080/cells/33/30","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2169","http://127.0.1.1:8080/cells/33/31","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2193","http://127.0.1.1:8080/cells/33/32","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2217","http://127.0.1.1:8080/cells/33/33","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2245","http://127.0.1.1:8080/cells/33/34","1","True","True","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2269","http://127.0.1.1:8080/cells/33/35","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2293","http://127.0.1.1:8080/cells/33/36","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2325","http://127.0.1.1:8080/cells/34/36","2","True","True","opportunistic-ccrs","stigmergy","0.738461538461539","3","3"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2349","http://127.0.1.1:8080/cells/35/36","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2377","http://127.0.1.1:8080/cells/36/36","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2405","http://127.0.1.1:8080/cells/36/37","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2425","http://127.0.1.1:8080/cells/36/38","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2445","http://127.0.1.1:8080/cells/36/39","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2467","http://127.0.1.1:8080/cells/35/39","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2487","http://127.0.1.1:8080/cells/34/39","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2507","http://127.0.1.1:8080/cells/34/40","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2540","http://127.0.1.1:8080/cells/33/40","0","True","False","opportunistic-ccrs","signifier","0.8","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2560","http://127.0.1.1:8080/cells/32/40","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2582","http://127.0.1.1:8080/cells/31/40","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2602","http://127.0.1.1:8080/cells/31/41","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2622","http://127.0.1.1:8080/cells/31/42","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2642","http://127.0.1.1:8080/cells/31/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2664","http://127.0.1.1:8080/cells/32/43","0","True","False","opportunistic-ccrs","signifier","0.8","1","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2684","http://127.0.1.1:8080/cells/33/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2704","http://127.0.1.1:8080/cells/34/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2724","http://127.0.1.1:8080/cells/35/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2748","http://127.0.1.1:8080/cells/36/43","0","True","False","opportunistic-ccrs","signifier","0.8","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2768","http://127.0.1.1:8080/cells/37/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2792","http://127.0.1.1:8080/cells/38/43","0","True","False","opportunistic-ccrs","signifier","0.8","2","1"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2812","http://127.0.1.1:8080/cells/39/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2834","http://127.0.1.1:8080/cells/39/44","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2854","http://127.0.1.1:8080/cells/40/44","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2874","http://127.0.1.1:8080/cells/41/44","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2896","http://127.0.1.1:8080/cells/41/45","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2916","http://127.0.1.1:8080/cells/41/46","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2936","http://127.0.1.1:8080/cells/40/46","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2956","http://127.0.1.1:8080/cells/40/47","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3050","http://127.0.1.1:8080/cells/42/43","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3072","http://127.0.1.1:8080/cells/43/43","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3092","http://127.0.1.1:8080/cells/43/44","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3112","http://127.0.1.1:8080/cells/43/45","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3132","http://127.0.1.1:8080/cells/44/45","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3152","http://127.0.1.1:8080/cells/45/45","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3172","http://127.0.1.1:8080/cells/46/45","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3192","http://127.0.1.1:8080/cells/47/45","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3214","http://127.0.1.1:8080/cells/47/46","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3234","http://127.0.1.1:8080/cells/47/47","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3256","http://127.0.1.1:8080/cells/46/47","0","False","False",,,,"2","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3308","http://127.0.1.1:8080/cells/47/49","0","False","False",,,,"1","0"
"baseline-vs-ccrs-v2","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","3328","http://127.0.1.1:8080/cells/48/49","0","False","False",,,,"1","0"
