"batch_id","run_id","jcm","ccrs_mode","agent_label","step","file","line","sequence","timestamp_ms","duration_ms","previous_cell","cell","opp_ccrs_detected_count","contingency_ccrs_invocation_count"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","248","mas-0.log","3777","3777","46910742","132","http://127.0.1.1:8080/cells/37/26","http://127.0.1.1:8080/cells/37/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","249","mas-0.log","3793","3793","46910874","132","http://127.0.1.1:8080/cells/37/27","http://127.0.1.1:8080/cells/37/28","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","250","mas-0.log","3809","3809","46910995","121","http://127.0.1.1:8080/cells/37/28","http://127.0.1.1:8080/cells/37/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","251","mas-0.log","3825","3825","46911131","136","http://127.0.1.1:8080/cells/37/29","http://127.0.1.1:8080/cells/37/30","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","252","mas-0.log","3841","3841","46911266","135","http://127.0.1.1:8080/cells/37/30","http://127.0.1.1:8080/cells/37/31","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","253","mas-0.log","3858","3858","46911386","120","http://127.0.1.1:8080/cells/37/31","http://127.0.1.1:8080/cells/36/31","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","254","mas-0.log","3874","3874","46911515","129","http://127.0.1.1:8080/cells/36/31","http://127.0.1.1:8080/cells/35/31","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","255","mas-0.log","3889","3889","46911640","125","http://127.0.1.1:8080/cells/35/31","http://127.0.1.1:8080/cells/35/30","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","256","mas-0.log","3904","3904","46911779","139","http://127.0.1.1:8080/cells/35/30","http://127.0.1.1:8080/cells/35/29","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","257","mas-0.log","3919","3919","46911913","134","http://127.0.1.1:8080/cells/35/29","http://127.0.1.1:8080/cells/35/28","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","258","mas-0.log","3935","3935","46912038","125","http://127.0.1.1:8080/cells/35/28","http://127.0.1.1:8080/cells/35/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","259","mas-0.log","3951","3951","46912156","118","http://127.0.1.1:8080/cells/35/27","http://127.0.1.1:8080/cells/34/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","260","mas-0.log","3966","3966","46912285","129","http://127.0.1.1:8080/cells/34/27","http://127.0.1.1:8080/cells/33/27","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","261","mas-0.log","3981","3981","46912415","130","http://127.0.1.1:8080/cells/33/27","http://127.0.1.1:8080/cells/33/26","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","262","mas-0.log","3996","3996","46912548","133","http://127.0.1.1:8080/cells/33/26","http://127.0.1.1:8080/cells/33/25","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","263","mas-0.log","4011","4011","46912681","133","http://127.0.1.1:8080/cells/33/25","http://127.0.1.1:8080/cells/33/24","0","0"
