"batch_id","run_id","jcm","ccrs_mode","source","file","line","selected_uri","selected_original_index","selected_has_ccrs","selected_reordered","selected_origin","selected_type","selected_utility","options_count","matched_count"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2400","http://127.0.1.1:8080/cells/37/28","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2424","http://127.0.1.1:8080/cells/37/29","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2452","http://127.0.1.1:8080/cells/37/30","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","2","2"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2476","http://127.0.1.1:8080/cells/37/31","0","True","False","opportunistic-ccrs","stigmergy","0.742857142857143","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2504","http://127.0.1.1:8080/cells/36/31","0","True","False","opportunistic-ccrs","stigmergy","0.727272727272727","2","2"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2530","http://127.0.1.1:8080/cells/35/31","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2554","http://127.0.1.1:8080/cells/35/30","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2578","http://127.0.1.1:8080/cells/35/29","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2602","http://127.0.1.1:8080/cells/35/28","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2626","http://127.0.1.1:8080/cells/35/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2654","http://127.0.1.1:8080/cells/34/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","2","2"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","structured","mas-0.log","2678","http://127.0.1.1:8080/cells/33/27","0","True","False","opportunistic-ccrs","stigmergy","0.738461538461539","1","1"
