"batch_id","run_id","jcm","ccrs_mode","file","line","action_type","target","outcome"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","88","move_post","http://127.0.1.1:8080/cells/2/4","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","89","move","http://127.0.1.1:8080/cells/2/4","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","102","move_attempt","http://127.0.1.1:8080/cells/1/4","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","103","move_post","http://127.0.1.1:8080/cells/1/4","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","104","move","http://127.0.1.1:8080/cells/1/4","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","117","move_attempt","http://127.0.1.1:8080/cells/1/5","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","118","move_post","http://127.0.1.1:8080/cells/1/5","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","119","move","http://127.0.1.1:8080/cells/1/5","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","132","move_attempt","http://127.0.1.1:8080/cells/1/6","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","133","move_post","http://127.0.1.1:8080/cells/1/6","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","134","move","http://127.0.1.1:8080/cells/1/6","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","149","move_attempt","http://127.0.1.1:8080/cells/1/7","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","150","move_post","http://127.0.1.1:8080/cells/1/7","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","151","move","http://127.0.1.1:8080/cells/1/7","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","161","backtrack","http://127.0.1.1:8080/cells/1/6","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","162","move_attempt","http://127.0.1.1:8080/cells/1/6","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","163","move_post","http://127.0.1.1:8080/cells/1/6","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","164","move","http://127.0.1.1:8080/cells/1/6","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","178","move_attempt","http://127.0.1.1:8080/cells/2/6","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","179","move_post","http://127.0.1.1:8080/cells/2/6","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","180","move","http://127.0.1.1:8080/cells/2/6","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","193","move_attempt","http://127.0.1.1:8080/cells/3/6","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","194","move_post","http://127.0.1.1:8080/cells/3/6","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","195","move","http://127.0.1.1:8080/cells/3/6","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","210","move_attempt","http://127.0.1.1:8080/cells/3/7","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","211","move_post","http://127.0.1.1:8080/cells/3/7","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","212","move","http://127.0.1.1:8080/cells/3/7","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","225","move_attempt","http://127.0.1.1:8080/cells/3/8","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","226","move_post","http://127.0.1.1:8080/cells/3/8","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","227","move","http://127.0.1.1:8080/cells/3/8","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","240","move_attempt","http://127.0.1.1:8080/cells/3/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","241","move_post","http://127.0.1.1:8080/cells/3/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","242","move","http://127.0.1.1:8080/cells/3/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","257","move_attempt","http://127.0.1.1:8080/cells/2/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","258","move_post","http://127.0.1.1:8080/cells/2/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","259","move","http://127.0.1.1:8080/cells/2/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","272","move_attempt","http://127.0.1.1:8080/cells/2/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","273","move_post","http://127.0.1.1:8080/cells/2/10","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","274","move","http://127.0.1.1:8080/cells/2/10","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","289","move_attempt","http://127.0.1.1:8080/cells/1/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","290","move_post","http://127.0.1.1:8080/cells/1/10","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","291","move","http://127.0.1.1:8080/cells/1/10","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","301","backtrack","http://127.0.1.1:8080/cells/2/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","302","move_attempt","http://127.0.1.1:8080/cells/2/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","303","move_post","http://127.0.1.1:8080/cells/2/10","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","304","move","http://127.0.1.1:8080/cells/2/10","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","318","move_attempt","http://127.0.1.1:8080/cells/2/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","319","move_post","http://127.0.1.1:8080/cells/2/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","320","move","http://127.0.1.1:8080/cells/2/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","330","backtrack","http://127.0.1.1:8080/cells/2/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","331","move_attempt","http://127.0.1.1:8080/cells/2/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","332","move_post","http://127.0.1.1:8080/cells/2/10","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","333","move","http://127.0.1.1:8080/cells/2/10","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","346","backtrack","http://127.0.1.1:8080/cells/2/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","347","move_attempt","http://127.0.1.1:8080/cells/2/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","348","move_post","http://127.0.1.1:8080/cells/2/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","349","move","http://127.0.1.1:8080/cells/2/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","360","backtrack","http://127.0.1.1:8080/cells/3/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","361","move_attempt","http://127.0.1.1:8080/cells/3/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","362","move_post","http://127.0.1.1:8080/cells/3/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","363","move","http://127.0.1.1:8080/cells/3/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","377","move_attempt","http://127.0.1.1:8080/cells/4/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","378","move_post","http://127.0.1.1:8080/cells/4/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","379","move","http://127.0.1.1:8080/cells/4/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","392","move_attempt","http://127.0.1.1:8080/cells/5/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","393","move_post","http://127.0.1.1:8080/cells/5/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","394","move","http://127.0.1.1:8080/cells/5/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","409","move_attempt","http://127.0.1.1:8080/cells/6/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","410","move_post","http://127.0.1.1:8080/cells/6/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","411","move","http://127.0.1.1:8080/cells/6/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","424","move_attempt","http://127.0.1.1:8080/cells/7/9","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","425","move_post","http://127.0.1.1:8080/cells/7/9","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","426","move","http://127.0.1.1:8080/cells/7/9","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","441","move_attempt","http://127.0.1.1:8080/cells/7/10","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","442","move_post","http://127.0.1.1:8080/cells/7/10","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","443","move","http://127.0.1.1:8080/cells/7/10","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","458","move_attempt","http://127.0.1.1:8080/cells/7/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","459","move_post","http://127.0.1.1:8080/cells/7/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","460","move","http://127.0.1.1:8080/cells/7/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","475","move_attempt","http://127.0.1.1:8080/cells/6/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","476","move_post","http://127.0.1.1:8080/cells/6/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","477","move","http://127.0.1.1:8080/cells/6/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","490","move_attempt","http://127.0.1.1:8080/cells/5/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","491","move_post","http://127.0.1.1:8080/cells/5/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","492","move","http://127.0.1.1:8080/cells/5/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","505","move_attempt","http://127.0.1.1:8080/cells/4/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","506","move_post","http://127.0.1.1:8080/cells/4/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","507","move","http://127.0.1.1:8080/cells/4/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","517","backtrack","http://127.0.1.1:8080/cells/5/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","518","move_attempt","http://127.0.1.1:8080/cells/5/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","519","move_post","http://127.0.1.1:8080/cells/5/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","520","move","http://127.0.1.1:8080/cells/5/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","531","backtrack","http://127.0.1.1:8080/cells/6/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","532","move_attempt","http://127.0.1.1:8080/cells/6/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","533","move_post","http://127.0.1.1:8080/cells/6/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","534","move","http://127.0.1.1:8080/cells/6/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","545","backtrack","http://127.0.1.1:8080/cells/7/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","546","move_attempt","http://127.0.1.1:8080/cells/7/11","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","547","move_post","http://127.0.1.1:8080/cells/7/11","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","548","move","http://127.0.1.1:8080/cells/7/11","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","562","move_attempt","http://127.0.1.1:8080/cells/7/12","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","563","move_post","http://127.0.1.1:8080/cells/7/12","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","564","move","http://127.0.1.1:8080/cells/7/12","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","577","move_attempt","http://127.0.1.1:8080/cells/8/12","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","578","move_post","http://127.0.1.1:8080/cells/8/12","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","579","move","http://127.0.1.1:8080/cells/8/12","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","592","move_attempt","http://127.0.1.1:8080/cells/8/13","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","593","move_post","http://127.0.1.1:8080/cells/8/13","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","594","move","http://127.0.1.1:8080/cells/8/13","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","609","move_attempt","http://127.0.1.1:8080/cells/8/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","610","move_post","http://127.0.1.1:8080/cells/8/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","611","move","http://127.0.1.1:8080/cells/8/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","626","move_attempt","http://127.0.1.1:8080/cells/7/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","627","move_post","http://127.0.1.1:8080/cells/7/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","628","move","http://127.0.1.1:8080/cells/7/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","641","move_attempt","http://127.0.1.1:8080/cells/6/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","642","move_post","http://127.0.1.1:8080/cells/6/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","643","move","http://127.0.1.1:8080/cells/6/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","656","move_attempt","http://127.0.1.1:8080/cells/5/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","657","move_post","http://127.0.1.1:8080/cells/5/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","658","move","http://127.0.1.1:8080/cells/5/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","671","move_attempt","http://127.0.1.1:8080/cells/5/13","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","672","move_post","http://127.0.1.1:8080/cells/5/13","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","673","move","http://127.0.1.1:8080/cells/5/13","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","683","backtrack","http://127.0.1.1:8080/cells/5/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","684","move_attempt","http://127.0.1.1:8080/cells/5/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","685","move_post","http://127.0.1.1:8080/cells/5/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","686","move","http://127.0.1.1:8080/cells/5/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","697","backtrack","http://127.0.1.1:8080/cells/6/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","698","move_attempt","http://127.0.1.1:8080/cells/6/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","699","move_post","http://127.0.1.1:8080/cells/6/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","700","move","http://127.0.1.1:8080/cells/6/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","711","backtrack","http://127.0.1.1:8080/cells/7/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","712","move_attempt","http://127.0.1.1:8080/cells/7/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","713","move_post","http://127.0.1.1:8080/cells/7/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","714","move","http://127.0.1.1:8080/cells/7/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","725","backtrack","http://127.0.1.1:8080/cells/8/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","726","move_attempt","http://127.0.1.1:8080/cells/8/14","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","727","move_post","http://127.0.1.1:8080/cells/8/14","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","728","move","http://127.0.1.1:8080/cells/8/14","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","742","move_attempt","http://127.0.1.1:8080/cells/8/15","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","743","move_post","http://127.0.1.1:8080/cells/8/15","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","744","move","http://127.0.1.1:8080/cells/8/15","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","757","move_attempt","http://127.0.1.1:8080/cells/9/15","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","758","move_post","http://127.0.1.1:8080/cells/9/15","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","759","move","http://127.0.1.1:8080/cells/9/15","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","772","move_attempt","http://127.0.1.1:8080/cells/9/16","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","773","move_post","http://127.0.1.1:8080/cells/9/16","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","774","move","http://127.0.1.1:8080/cells/9/16","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","787","move_attempt","http://127.0.1.1:8080/cells/9/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","788","move_post","http://127.0.1.1:8080/cells/9/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","789","move","http://127.0.1.1:8080/cells/9/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","804","move_attempt","http://127.0.1.1:8080/cells/8/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","805","move_post","http://127.0.1.1:8080/cells/8/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","806","move","http://127.0.1.1:8080/cells/8/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","819","move_attempt","http://127.0.1.1:8080/cells/7/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","820","move_post","http://127.0.1.1:8080/cells/7/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","821","move","http://127.0.1.1:8080/cells/7/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","834","move_attempt","http://127.0.1.1:8080/cells/6/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","835","move_post","http://127.0.1.1:8080/cells/6/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","836","move","http://127.0.1.1:8080/cells/6/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","851","move_attempt","http://127.0.1.1:8080/cells/5/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","852","move_post","http://127.0.1.1:8080/cells/5/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","853","move","http://127.0.1.1:8080/cells/5/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","868","move_attempt","http://127.0.1.1:8080/cells/4/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","869","move_post","http://127.0.1.1:8080/cells/4/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","870","move","http://127.0.1.1:8080/cells/4/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","883","move_attempt","http://127.0.1.1:8080/cells/3/17","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","884","move_post","http://127.0.1.1:8080/cells/3/17","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","885","move","http://127.0.1.1:8080/cells/3/17","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","898","move_attempt","http://127.0.1.1:8080/cells/3/16","attempted"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","899","move_post","http://127.0.1.1:8080/cells/3/16","requested"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","900","move","http://127.0.1.1:8080/cells/3/16","success"
"baseline-vs-ccrs-v1","001-baseline","dfs_baseline.jcm","none","mas-0.log","915","move_attempt","http://127.0.1.1:8080/cells/2/16","attempted"
