"batch_id","run_id","jcm","ccrs_mode","agent_label","step","file","line","sequence","timestamp_ms","duration_ms","previous_cell","cell","opp_ccrs_detected_count","contingency_ccrs_invocation_count"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","96","mas-0.log","3117","3117","51109137","134","http://127.0.1.1:8080/cells/33/33","http://127.0.1.1:8080/cells/33/34","2","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","97","mas-0.log","3141","3141","51109276","139","http://127.0.1.1:8080/cells/33/34","http://127.0.1.1:8080/cells/33/35","2","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","98","mas-0.log","3171","3171","51109406","130","http://127.0.1.1:8080/cells/33/35","http://127.0.1.1:8080/cells/33/36","4","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","99","mas-0.log","3197","3197","51109526","120","http://127.0.1.1:8080/cells/33/36","http://127.0.1.1:8080/cells/34/36","2","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","100","mas-0.log","3224","3224","51109653","127","http://127.0.1.1:8080/cells/34/36","http://127.0.1.1:8080/cells/35/36","3","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","101","mas-0.log","3250","3250","51109785","132","http://127.0.1.1:8080/cells/35/36","http://127.0.1.1:8080/cells/36/36","2","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","102","mas-0.log","4505","4505","51115738","5953","http://127.0.1.1:8080/cells/36/36","http://127.0.1.1:8080/cells/36/36","3","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","103","mas-0.log","4526","4526","51115856","118","http://127.0.1.1:8080/cells/36/36","http://127.0.1.1:8080/cells/36/37","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","104","mas-0.log","4546","4546","51115969","113","http://127.0.1.1:8080/cells/36/37","http://127.0.1.1:8080/cells/36/38","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","105","mas-0.log","4567","4567","51116081","112","http://127.0.1.1:8080/cells/36/38","http://127.0.1.1:8080/cells/36/39","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","106","mas-0.log","4588","4588","51116202","121","http://127.0.1.1:8080/cells/36/39","http://127.0.1.1:8080/cells/35/39","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","107","mas-0.log","4608","4608","51116313","111","http://127.0.1.1:8080/cells/35/39","http://127.0.1.1:8080/cells/34/39","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","108","mas-0.log","4640","4640","51116438","125","http://127.0.1.1:8080/cells/34/39","http://127.0.1.1:8080/cells/34/40","1","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","109","mas-0.log","4661","4661","51116551","113","http://127.0.1.1:8080/cells/34/40","http://127.0.1.1:8080/cells/33/40","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","110","mas-0.log","4682","4682","51116675","124","http://127.0.1.1:8080/cells/33/40","http://127.0.1.1:8080/cells/32/40","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","111","mas-0.log","4703","4703","51116805","130","http://127.0.1.1:8080/cells/32/40","http://127.0.1.1:8080/cells/31/40","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","112","mas-0.log","4723","4723","51116920","115","http://127.0.1.1:8080/cells/31/40","http://127.0.1.1:8080/cells/31/41","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","113","mas-0.log","4743","4743","51117047","127","http://127.0.1.1:8080/cells/31/41","http://127.0.1.1:8080/cells/31/42","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","114","mas-0.log","4765","4765","51117164","117","http://127.0.1.1:8080/cells/31/42","http://127.0.1.1:8080/cells/31/43","1","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","115","mas-0.log","4785","4785","51117286","122","http://127.0.1.1:8080/cells/31/43","http://127.0.1.1:8080/cells/32/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","116","mas-0.log","4805","4805","51117403","117","http://127.0.1.1:8080/cells/32/43","http://127.0.1.1:8080/cells/33/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","117","mas-0.log","4825","4825","51117531","128","http://127.0.1.1:8080/cells/33/43","http://127.0.1.1:8080/cells/34/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","118","mas-0.log","4848","4848","51117655","124","http://127.0.1.1:8080/cells/34/43","http://127.0.1.1:8080/cells/35/43","1","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","119","mas-0.log","4869","4869","51117765","110","http://127.0.1.1:8080/cells/35/43","http://127.0.1.1:8080/cells/36/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","120","mas-0.log","4892","4892","51117883","118","http://127.0.1.1:8080/cells/36/43","http://127.0.1.1:8080/cells/37/43","1","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","121","mas-0.log","4913","4913","51118006","123","http://127.0.1.1:8080/cells/37/43","http://127.0.1.1:8080/cells/38/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","122","mas-0.log","4934","4934","51118123","117","http://127.0.1.1:8080/cells/38/43","http://127.0.1.1:8080/cells/39/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","123","mas-0.log","4955","4955","51118234","111","http://127.0.1.1:8080/cells/39/43","http://127.0.1.1:8080/cells/39/44","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","124","mas-0.log","4975","4975","51118348","114","http://127.0.1.1:8080/cells/39/44","http://127.0.1.1:8080/cells/40/44","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","125","mas-0.log","4996","4996","51118472","124","http://127.0.1.1:8080/cells/40/44","http://127.0.1.1:8080/cells/41/44","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","126","mas-0.log","5017","5017","51118589","117","http://127.0.1.1:8080/cells/41/44","http://127.0.1.1:8080/cells/41/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","127","mas-0.log","5037","5037","51118713","124","http://127.0.1.1:8080/cells/41/45","http://127.0.1.1:8080/cells/41/46","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","128","mas-0.log","5057","5057","51118848","135","http://127.0.1.1:8080/cells/41/46","http://127.0.1.1:8080/cells/40/46","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","129","mas-0.log","5076","5076","51118968","120","http://127.0.1.1:8080/cells/40/46","http://127.0.1.1:8080/cells/40/47","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","130","mas-0.log","5092","5092","51119084","116","http://127.0.1.1:8080/cells/40/47","http://127.0.1.1:8080/cells/40/46","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","131","mas-0.log","5106","5106","51119242","158","http://127.0.1.1:8080/cells/40/46","http://127.0.1.1:8080/cells/41/46","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","132","mas-0.log","5120","5120","51119358","116","http://127.0.1.1:8080/cells/41/46","http://127.0.1.1:8080/cells/41/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","133","mas-0.log","5135","5135","51119472","114","http://127.0.1.1:8080/cells/41/45","http://127.0.1.1:8080/cells/41/44","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","134","mas-0.log","5151","5151","51119593","121","http://127.0.1.1:8080/cells/41/44","http://127.0.1.1:8080/cells/41/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","135","mas-0.log","5172","5172","51119727","134","http://127.0.1.1:8080/cells/41/43","http://127.0.1.1:8080/cells/42/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","136","mas-0.log","5193","5193","51119837","110","http://127.0.1.1:8080/cells/42/43","http://127.0.1.1:8080/cells/43/43","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","137","mas-0.log","5213","5213","51119956","119","http://127.0.1.1:8080/cells/43/43","http://127.0.1.1:8080/cells/43/44","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","138","mas-0.log","5233","5233","51120079","123","http://127.0.1.1:8080/cells/43/44","http://127.0.1.1:8080/cells/43/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","139","mas-0.log","5253","5253","51120211","132","http://127.0.1.1:8080/cells/43/45","http://127.0.1.1:8080/cells/44/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","140","mas-0.log","6407","6407","51129337","9126","http://127.0.1.1:8080/cells/44/45","http://127.0.1.1:8080/cells/44/45","1","1"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","141","mas-0.log","6427","6427","51129455","118","http://127.0.1.1:8080/cells/44/45","http://127.0.1.1:8080/cells/45/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","142","mas-0.log","6447","6447","51129571","116","http://127.0.1.1:8080/cells/45/45","http://127.0.1.1:8080/cells/46/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","143","mas-0.log","6468","6468","51129685","114","http://127.0.1.1:8080/cells/46/45","http://127.0.1.1:8080/cells/47/45","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","144","mas-0.log","6489","6489","51129806","121","http://127.0.1.1:8080/cells/47/45","http://127.0.1.1:8080/cells/47/46","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","145","mas-0.log","6510","6510","51129918","112","http://127.0.1.1:8080/cells/47/46","http://127.0.1.1:8080/cells/47/47","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","146","mas-0.log","6530","6530","51130040","122","http://127.0.1.1:8080/cells/47/47","http://127.0.1.1:8080/cells/46/47","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","147","mas-0.log","6547","6547","51130162","122","http://127.0.1.1:8080/cells/46/47","http://127.0.1.1:8080/cells/47/47","0","0"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","dfs_ccrs_1","148","mas-0.log","6563","6563","51130281","119","http://127.0.1.1:8080/cells/47/47","http://127.0.1.1:8080/cells/47/48","0","0"
