"batch_id","run_id","jcm","ccrs_mode","agent","agent_label","steps","first_cell","last_cell","sequence_format","file"
"baseline-vs-ccrs-v1","002-ccrs","dfs_ccrs.jcm","both","http://127.0.1.1:8080/agents/dfs_ccrs_1","dfs_ccrs_1","149","http://127.0.1.1:8080/cells/0","http://127.0.1.1:8080/cells/999","newline-separated cell paths","path-analysis-inputs/002-ccrs-dfs_ccrs_1.cells.txt"
